column_0,column_1,ticker
1691798400000.0,29396.8479714205,bitcoin
1691884800000.0,29412.142274584105,bitcoin
1691971200000.0,29284.96971374381,bitcoin
1692057600000.0,29400.58680419105,bitcoin
1692144000000.0,29170.490397060614,bitcoin
1692230400000.0,28754.197021112574,bitcoin
1692316800000.0,26501.58726991974,bitcoin
1692403200000.0,26042.838256848998,bitcoin
1692489600000.0,26104.778630797897,bitcoin
1692576000000.0,26160.700419818215,bitcoin
1692662400000.0,26119.005958595222,bitcoin
1692748800000.0,26033.675406585844,bitcoin
1692835200000.0,26450.00862461353,bitcoin
1692921600000.0,26134.934254516003,bitcoin
1693008000000.0,26044.036209289134,bitcoin
1693094400000.0,26002.015717319366,bitcoin
1693180800000.0,26082.717178218525,bitcoin
1693267200000.0,26109.2698239287,bitcoin
1693353600000.0,27730.50373550554,bitcoin
1693440000000.0,27297.261438480404,bitcoin
1693526400000.0,25927.417005779287,bitcoin
1693612800000.0,25812.33049442542,bitcoin
1693699200000.0,25853.65684277757,bitcoin
1693785600000.0,25959.596311463454,bitcoin
1693872000000.0,25829.364772941324,bitcoin
1693958400000.0,25784.41351983038,bitcoin
1694044800000.0,25752.958418589413,bitcoin
1694131200000.0,26192.333433090567,bitcoin
1694217600000.0,25907.228137249735,bitcoin
1694304000000.0,25889.3250094629,bitcoin
1694390400000.0,25834.580098562914,bitcoin
1694476800000.0,25133.303106566527,bitcoin
1694563200000.0,25866.806663158084,bitcoin
1694649600000.0,26223.436075660946,bitcoin
1694736000000.0,26531.39556626326,bitcoin
1694822400000.0,26634.631025000588,bitcoin
1694908800000.0,26557.768691994646,bitcoin
1694995200000.0,26520.988254783886,bitcoin
1695081600000.0,26741.461110948952,bitcoin
1695168000000.0,27219.296874634216,bitcoin
1695254400000.0,27115.846446970816,bitcoin
1695340800000.0,26561.133454198716,bitcoin
1695427200000.0,26572.0381115526,bitcoin
1695513600000.0,26573.9234797301,bitcoin
1695600000000.0,26249.562897845204,bitcoin
1695686400000.0,26298.634678281232,bitcoin
1695772800000.0,26204.75759083597,bitcoin
1695859200000.0,26350.146895428057,bitcoin
1695945600000.0,27009.01375072488,bitcoin
1696032000000.0,26917.199101637976,bitcoin
1696118400000.0,26969.876144072576,bitcoin
1696204800000.0,27967.510579087113,bitcoin
1696291200000.0,27615.06488509527,bitcoin
1696377600000.0,27439.121946705116,bitcoin
1696464000000.0,27792.1112772493,bitcoin
1696550400000.0,27435.874615135104,bitcoin
1696636800000.0,27958.196437350485,bitcoin
1696723200000.0,27977.543490700005,bitcoin
1696809600000.0,27948.10365174851,bitcoin
1696896000000.0,27593.782534439666,bitcoin
1696982400000.0,27392.247702732497,bitcoin
1697068800000.0,26842.190439092396,bitcoin
1697155200000.0,26729.137205815106,bitcoin
1697241600000.0,26841.136220644406,bitcoin
1697328000000.0,26863.183569079916,bitcoin
1697414400000.0,27150.29700140705,bitcoin
1697500800000.0,28513.30993247735,bitcoin
1697587200000.0,28417.72175169982,bitcoin
1697673600000.0,28328.245198134824,bitcoin
1697760000000.0,28715.748142407952,bitcoin
1697846400000.0,29677.392888476206,bitcoin
1697932800000.0,29920.07449265145,bitcoin
1698019200000.0,30019.38050086351,bitcoin
1698105600000.0,32953.262760830985,bitcoin
1698192000000.0,33846.72425733224,bitcoin
1698278400000.0,34471.986031672015,bitcoin
1698364800000.0,34174.451552912586,bitcoin
1698451200000.0,33899.09305644032,bitcoin
1698537600000.0,34092.630932838576,bitcoin
1698624000000.0,34556.242814761616,bitcoin
1698710400000.0,34498.70391946407,bitcoin
1698796800000.0,34672.2892841885,bitcoin
1698883200000.0,35457.45491210553,bitcoin
