column_0,column_1,ticker
1691798400000.0,0.0771292689211512,tron
1691884800000.0,0.07744168362430294,tron
1691971200000.0,0.07709780264874198,tron
1692057600000.0,0.07740802006057806,tron
1692144000000.0,0.0762472614805025,tron
1692230400000.0,0.07473598319490088,tron
1692316800000.0,0.0724471604422715,tron
1692403200000.0,0.07299470336012635,tron
1692489600000.0,0.07409392556220697,tron
1692576000000.0,0.07580241719426799,tron
1692662400000.0,0.07517491825145736,tron
1692748800000.0,0.0755355994857292,tron
1692835200000.0,0.07765947532097317,tron
1692921600000.0,0.0765294731403425,tron
1693008000000.0,0.07718178312899829,tron
1693094400000.0,0.07743039133855409,tron
1693180800000.0,0.0775053084436327,tron
1693267200000.0,0.07632111571481572,tron
1693353600000.0,0.07734393115692609,tron
1693440000000.0,0.07560637651671182,tron
1693526400000.0,0.07667473589030928,tron
1693612800000.0,0.07604410468661232,tron
1693699200000.0,0.07698901442081685,tron
1693785600000.0,0.07699795069433096,tron
1693872000000.0,0.07746144192051972,tron
1693958400000.0,0.07740543824722244,tron
1694044800000.0,0.07888242542468885,tron
1694131200000.0,0.07902387131676249,tron
1694217600000.0,0.07917325631656483,tron
1694304000000.0,0.07913403922810484,tron
1694390400000.0,0.07831731658259272,tron
1694476800000.0,0.07750575463475655,tron
1694563200000.0,0.08077382545807202,tron
1694649600000.0,0.08117488047723984,tron
1694736000000.0,0.08366422206710869,tron
1694822400000.0,0.08403279892823283,tron
1694908800000.0,0.08347918744420833,tron
1694995200000.0,0.08333118378440521,tron
1695081600000.0,0.08400016039254654,tron
1695168000000.0,0.08454877568665307,tron
1695254400000.0,0.08443043476367311,tron
1695340800000.0,0.0830503876584663,tron
1695427200000.0,0.08337591894162029,tron
1695513600000.0,0.08360339914636672,tron
1695600000000.0,0.08353619320295048,tron
1695686400000.0,0.08465473914087057,tron
1695772800000.0,0.08470876642692735,tron
1695859200000.0,0.08546427187922905,tron
1695945600000.0,0.08672903243869512,tron
1696032000000.0,0.08906066929016349,tron
1696118400000.0,0.08859752761626977,tron
1696204800000.0,0.09015186188366497,tron
1696291200000.0,0.08758930871543516,tron
1696377600000.0,0.09078937855423796,tron
1696464000000.0,0.08898918666291401,tron
1696550400000.0,0.08826435461225611,tron
1696636800000.0,0.08726708320454553,tron
1696723200000.0,0.08815053611249724,tron
1696809600000.0,0.08803002052409638,tron
1696896000000.0,0.08612976143185551,tron
1696982400000.0,0.08626581658101327,tron
1697068800000.0,0.08599260767038396,tron
1697155200000.0,0.08483080735798303,tron
1697241600000.0,0.08542903802229197,tron
1697328000000.0,0.08506254820013552,tron
1697414400000.0,0.08667092665214385,tron
1697500800000.0,0.08894232568492802,tron
1697587200000.0,0.08859464082208804,tron
1697673600000.0,0.08917171553703657,tron
1697760000000.0,0.09003740258457754,tron
1697846400000.0,0.09070007072139309,tron
1697932800000.0,0.09157991442303488,tron
1698019200000.0,0.09046719247743572,tron
1698105600000.0,0.09221713971841423,tron
1698192000000.0,0.09237740703250112,tron
1698278400000.0,0.09347630675262271,tron
1698364800000.0,0.09286382636352276,tron
1698451200000.0,0.09357740384876963,tron
1698537600000.0,0.09432591104427739,tron
1698624000000.0,0.09488903072247729,tron
1698710400000.0,0.09560803605785642,tron
1698796800000.0,0.09722524527632509,tron
1698883200000.0,0.10023834461609088,tron
1698969600000.0,0.0992802991209704,tron
1699056000000.0,0.09725569737972636,tron
1699142400000.0,0.09771703785985167,tron
1699228800000.0,0.0981731218970861,tron
1699315200000.0,0.09770370088039071,tron
1699401600000.0,0.09662361656198235,tron
1699488000000.0,0.09841085410742503,tron
1699574400000.0,0.09898774792998433,tron
1699660800000.0,0.10626666560698517,tron
1699747200000.0,0.10808310218560152,tron
1699833600000.0,0.10847108360036954,tron
1699920000000.0,0.10698284387982353,tron
1700006400000.0,0.10212583476314552,tron
1700092800000.0,0.10412633190560022,tron
1700179200000.0,0.1024174622968552,tron
1700265600000.0,0.10361356208223706,tron
1700352000000.0,0.10296530143307973,tron
1700438400000.0,0.10338141544304102,tron
1700524800000.0,0.10092799115441119,tron
1700611200000.0,0.09631469634436851,tron
1700697600000.0,0.10126712661611438,tron
1700784000000.0,0.10212192500634439,tron
1700870400000.0,0.10466010803767789,tron
1700956800000.0,0.10871500189765416,tron
1701043200000.0,0.10783562146950955,tron
1701129600000.0,0.10219228015791144,tron
1701216000000.0,0.10290122553300592,tron
1701302400000.0,0.1034336032301142,tron
1701388800000.0,0.10344635891806371,tron
1701475200000.0,0.10318843723240881,tron
1701561600000.0,0.10321218767735023,tron
1701648000000.0,0.10309567830767394,tron
1701734400000.0,0.10379179916343882,tron
1701820800000.0,0.10358683983897371,tron
1701907200000.0,0.10475573310569285,tron
1701993600000.0,0.1041475083166051,tron
1702080000000.0,0.10676989016997887,tron
1702166400000.0,0.10660418091963264,tron
1702252800000.0,0.10778918880998713,tron
1702339200000.0,0.10374061294599722,tron
1702425600000.0,0.10360259961402887,tron
1702512000000.0,0.10431470307043117,tron
1702598400000.0,0.10605091987877294,tron
1702684800000.0,0.10143044301701175,tron
1702771200000.0,0.10275118254334233,tron
1702857600000.0,0.1021174963129233,tron
1702944000000.0,0.10096024917306212,tron
1703030400000.0,0.10054731296096776,tron
1703116800000.0,0.1028468416604582,tron
1703203200000.0,0.10450752253234498,tron
1703289600000.0,0.1051078691684798,tron
1703376000000.0,0.1067478284084304,tron
1703462400000.0,0.10622761283726725,tron
1703548800000.0,0.10593823554042119,tron
1703635200000.0,0.10297879921142623,tron
1703721600000.0,0.10527764392088496,tron
1703808000000.0,0.1054903469479781,tron
1703894400000.0,0.10578401247624994,tron
1703980800000.0,0.10602499287636595,tron
1704067200000.0,0.10763022543729417,tron
1704153600000.0,0.1077731415653238,tron
1704240000000.0,0.1085010290795493,tron
1704326400000.0,0.1067953209696345,tron
1704412800000.0,0.10699747025749391,tron
1704499200000.0,0.10449651067423583,tron
1704585600000.0,0.10405164589927994,tron
1704672000000.0,0.10293608579683494,tron
1704758400000.0,0.10431667546687105,tron
1704844800000.0,0.10268237955438082,tron
1704931200000.0,0.10538032749113067,tron
1705017600000.0,0.10606636735750039,tron
1705104000000.0,0.10697376437137965,tron
1705190400000.0,0.11410420154952293,tron
1705276800000.0,0.1113281646818296,tron
1705363200000.0,0.10880173138517835,tron
1705449600000.0,0.1081203160895185,tron
1705536000000.0,0.10832380994143825,tron
1705622400000.0,0.10796713911059173,tron
1705708800000.0,0.11047657975741172,tron
1705795200000.0,0.10971330790234715,tron
1705881600000.0,0.1088987790895561,tron
1705968000000.0,0.10893813994721349,tron
1706054400000.0,0.10722615382097697,tron
1706140800000.0,0.10869046284808287,tron
1706227200000.0,0.11213249953719338,tron
1706313600000.0,0.11443347981936526,tron
1706400000000.0,0.11246446263724409,tron
1706486400000.0,0.11219895166691252,tron
1706572800000.0,0.11306229955743394,tron
1706659200000.0,0.1121641215138176,tron
1706745600000.0,0.11219610615055312,tron
1706832000000.0,0.11541787334675857,tron
1706918400000.0,0.11625074266255625,tron
1707004800000.0,0.11720411438680836,tron
1707091200000.0,0.11832868024673956,tron
1707177600000.0,0.11888209567056188,tron
